"Stand_CN","Stand_ID","Variant","Inv_Year","Groups","AddFiles","FVSKeywords","Latitude","Longitude","Region","Forest","District","Compartment","Location","Ecoregion","PV_Code","PV_Ref_Code","Age","Aspect","Slope","Elevation","ElevFt","Basal_Area_Factor","Inv_Plot_Size","Brk_DBH","Num_Plots","NonStk_Plots","Sam_Wt","Stk_Pcnt","DG_Trans","DG_Measure","HTG_Trans","HTG_Measure","Mort_Measure","Max_Ba","Max_SDI","Site_Species","Site_Index","Model_Type","Physio_Region","Forest_Type","County","Fuel_Model","Fuel_0_25","Fuel_25_1","Fuel_0_1","Fuel_1_3","Fuel_3_6","Fuel_6_12","Fuel_gt_12","Fuel_Litter","Fuel_Duff","Photo_Ref","Photo_code","GIS_ID","state","streamType","streamSize"
"145696","4209","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,36,81.16,29.25,,198.84,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,4209,"WA",,
"140988","421","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,268.17,49.87,,460.59,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,421,"OR","N",
"131830","4210","OP",2014,"0",,,,,6,12,,,612,,"CD",,30,246.24,14.73,,10.38,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.00,,,,,,,,,,,,,,,,,4210,"OR",,
"25822","4211","OP",2014,"0",,,,,6,12,,,612,,"CHF122",,163,232.55,75.60,,238.03,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,4211,"OR",,
"21133","4212","OP",2014,"0",,,,,6,12,,,612,,"CHF122",,40,260.96,50.75,,105.76,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4212,"OR",,
"140988","4213","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,171.89,50.88,,36.24,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4213,"OR",,
"14320","4214","OP",2014,"0",,,,,6,12,,,612,,"CHF122",,37,339.22,64.23,,269.16,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,4214,"OR",,
"24714","4215","OP",2014,"0",,,,,6,12,,,612,,"CHS324",,95,235.71,36.57,,55.83,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4215,"OR",,
"145696","4216","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,36,99.80,42.74,,292.19,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.89,,,,,,,,,,,,,,,,,4216,"WA",,
"14395","4217","OP",2014,"0",,,,,6,12,,,612,,"CHF122",,118,332.01,75.19,,174.21,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,4217,"OR",,
"133760","4218","OP",2014,"0",,,,,6,12,,,612,,"CHS323",,28,166.37,32.56,,18.69,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4218,"OR",,
"629","4219","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,19,110.52,29.17,,31.92,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.46,,,,,,,,,,,,,,,,,4219,"OR",,
"140988","422","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,246.66,51.87,,284.83,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,422,"OR","N",
"13960","4220","OP",2014,"0",,,,,6,12,,,612,,"CHS421",,307,320.38,33.13,,208.35,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,4220,"OR",,
"85715","4221","OP",2014,"0",,,,,6,12,,,612,,"CDS312",,73,150.73,21.64,,13.52,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.00,,,,,,,,,,,,,,,,,4221,"WA",,
"84124","4222","OP",2014,"0",,,,,6,12,,,612,,"CD5124",,21,130.62,31.40,,56.04,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,4222,"OR",,
"496","4223","OP",2014,"0",,,,,6,11,,,611,,"n.a.",,12,72.17,2.78,,6.01,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.00,,,,,,,,,,,,,,,,,4223,"WA",,
"14820","4224","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,21,233.89,59.05,,200.63,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4224,"OR",,
"25191","423","OP",2014,"0",,,,,6,12,,,612,,"CHF122",,30,303.39,63.72,,496.19,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,423,"OR","N",
"140988","424","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,138.15,56.94,,385.75,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.98,,,,,,,,,,,,,,,,,424,"OR","N",
"140988","425","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,224.06,40.09,,396.22,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.08,,,,,,,,,,,,,,,,,425,"OR","N",
"149614","426","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,29,269.06,58.26,,487.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,426,"OR",,
"30023","427","OP",2014,"0",,,,,6,11,,,611,,"CHF121",,35,295.68,36.80,,429.69,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,427,"OR","N",
"29955","428","OP",2014,"0",,,,,6,11,,,611,,"CHS121",,35,292.70,41.22,,468.70,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,428,"OR",,
"149614","429","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,29,265.03,68.13,,388.61,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,429,"OR",,
"30241","43","OP",2014,"0",,,,,6,12,,,612,,"CHF122",,35,150.63,53.56,,266.64,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.00,,,,,,,,,,,,,,,,,43,"OR",,
"30395","430","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,132,318.79,49.24,,543.74,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,430,"OR",,
"149614","431","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,29,240.25,57.75,,455.33,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,431,"OR",,
"149614","432","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,29,266.48,62.57,,393.14,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.08,,,,,,,,,,,,,,,,,432,"OR",,
"149614","433","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,29,242.39,56.98,,376.33,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.10,,,,,,,,,,,,,,,,,433,"OR",,
"9076","434","OP",2014,"0",,,,,6,12,,,612,,"CHF121",,44,324.99,66.67,,398.06,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,434,"OR",,
"83161","435","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,47,288.20,59.51,,447.54,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,435,"OR",,
"2125","436","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,18,200.28,42.50,,485.27,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,436,"OR",,
"141372","438","OP",2014,"0",,,,,6,12,,,612,,"CDS217",,23,232.32,45.77,,516.48,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,438,"OR",,
"149614","439","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,29,297.26,67.55,,331.14,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.48,,,,,,,,,,,,,,,,,439,"OR","N",
"30265","44","OP",2014,"0",,,,,6,12,,,612,,"CHS222",,42,201.35,42.08,,326.10,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.00,,,,,,,,,,,,,,,,,44,"OR",,
"149614","440","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,29,293.58,38.28,,258.67,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,440,"OR","N",
"149614","441","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,29,142.66,45.27,,514.15,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,441,"OR",,
"81919","442","OP",2014,"0",,,,,6,12,,,612,,"CHS422",,37,335.44,68.09,,417.92,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,442,"OR",,
"140988","443","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,118.35,52.47,,353.98,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.98,,,,,,,,,,,,,,,,,443,"OR","N",
"141372","444","OP",2014,"0",,,,,6,12,,,612,,"CDS217",,23,256.42,58.84,,384.51,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.98,,,,,,,,,,,,,,,,,444,"OR","N",
"149614","445","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,29,255.45,48.23,,313.04,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.99,,,,,,,,,,,,,,,,,445,"OR","N",
"25355","4451","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,29,203.01,60.15,,279.06,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4451,"OR",,
"14820","4452","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,21,104.21,58.81,,119.58,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,4452,"OR","N","Small"
"140988","4453","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,177.90,41.77,,70.95,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4453,"OR","SSBT","Small"
"392","4454","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,100,228.31,66.24,,196.90,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,4454,"OR",,
"422","4455","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,38,217.88,9.67,,6.78,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.00,,,,,,,,,,,,,,,,,4455,"OR",,
"14820","4456","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,21,227.75,38.97,,186.13,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4456,"OR",,
"25212","4457","OP",2014,"0",,,,,6,12,,,612,,"CH",,21,179.93,49.37,,235.90,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.99,,,,,,,,,,,,,,,,,4457,"OR",,
"14925","4458","OP",2014,"0",,,,,6,12,,,612,,"CHS421",,20,214.35,48.49,,161.60,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,4458,"OR","SSBT","Medium"
"84124","4459","OP",2014,"0",,,,,6,12,,,612,,"CD5124",,21,243.56,58.47,,168.21,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,4459,"OR",,
"81698","446","OP",2014,"0",,,,,6,12,,,612,,"CDC714",,46,166.73,31.47,,271.47,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.50,,,,,,,,,,,,,,,,,446,"OR","N",
"140988","4460","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,95.65,59.57,,65.80,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4460,"OR",,
"9144","4462","OP",2014,"0",,,,,6,12,,,612,,"CHS421",,14,262.89,41.35,,121.60,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,4462,"OR",,
"137632","4463","OP",2014,"0",,,,,6,12,,,612,,"CHS522",,20,144.45,36.48,,179.17,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4463,"OR",,
"140988","4464","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,28.49,69.15,,62.02,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4464,"OR","FISH","Small"
"137615","4465","OP",2014,"0",,,,,6,12,,,612,,"CHS421",,41,140.58,57.58,,282.01,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4465,"OR",,
"15094","4466","OP",2014,"0",,,,,6,12,,,612,,"CHS123",,27,234.93,41.25,,324.86,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,4466,"OR",,
"137411","4467","OP",2014,"0",,,,,6,12,,,612,,"CHS610",,134,300.51,71.24,,116.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4467,"OR","FISH","Small"
"84124","4468","OP",2014,"0",,,,,6,12,,,612,,"CD5124",,21,204.94,43.43,,203.20,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.58,,,,,,,,,,,,,,,,,4468,"OR",,
"496","4469","OP",2014,"0",,,,,6,11,,,611,,"n.a.",,12,107.36,30.38,,30.84,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4469,"OR","FISH","Small"
"137570","447","OP",2014,"0",,,,,6,12,,,612,,"CHS153",,73,226.09,54.51,,456.60,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,447,"OR",,
"140988","4470","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,60.30,44.92,,61.47,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.76,,,,,,,,,,,,,,,,,4470,"OR","SSBT","Medium"
"134933","4471","OP",2014,"0",,,,,6,12,,,612,,"CHS423",,17,289.37,37.82,,303.82,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,4471,"OR",,
"578","4472","OP",2014,"0",,,,,6,11,,,611,,"n.a.",,20,265.58,52.62,,115.56,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.00,,,,,,,,,,,,,,,,,4472,"OR","FISH","Small"
"2125","4473","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,18,208.17,54.57,,303.33,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4473,"OR",,
"421","4474","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,28,257.71,27.52,,14.03,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4474,"OR",,
"14820","4475","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,21,194.08,52.77,,257.19,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4475,"OR",,
"25355","4476","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,29,22.28,70.47,,53.25,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.58,,,,,,,,,,,,,,,,,4476,"OR","FISH","Small"
"84750","4477","OP",2014,"0",,,,,6,12,,,612,,"CHS610",,11,207.04,52.66,,116.55,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,4477,"OR",,
"21166","4479","OP",2014,"0",,,,,6,12,,,612,,"CHS323",,21,249.72,49.59,,104.28,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4479,"OR",,
"141372","448","OP",2014,"0",,,,,6,12,,,612,,"CDS217",,23,295.41,60.70,,394.89,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,448,"OR",,
"392","4480","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,100,237.38,59.50,,196.20,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4480,"OR",,
"21195","4481","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,101,248.52,14.86,,29.28,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4481,"OR",,
"629","4482","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,19,195.35,50.25,,125.63,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.97,,,,,,,,,,,,,,,,,4482,"OR",,
"25189","4483","OP",2014,"0",,,,,6,12,,,612,,"CHS324",,116,302.38,46.24,,63.47,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4483,"OR",,
"14519","4484","OP",2014,"0",,,,,6,12,,,612,,"CHS222",,18,136.93,49.89,,189.95,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,4484,"OR",,
"645","4485","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,19,128.14,25.25,,23.36,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.00,,,,,,,,,,,,,,,,,4485,"OR","SSBT","Medium"
"401","4486","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,15,287.35,82.90,,171.11,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4486,"OR",,
"9011","4487","OP",2014,"0",,,,,6,12,,,612,,"CHS323",,10,300.68,60.14,,93.71,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4487,"OR",,
"13960","4488","OP",2014,"0",,,,,6,12,,,612,,"CHS421",,307,123.31,62.40,,176.92,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.98,,,,,,,,,,,,,,,,,4488,"OR",,
"629","4489","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,19,203.48,27.48,,42.35,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4489,"OR",,
"140988","449","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,112.07,49.93,,435.58,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,449,"OR","N","Small"
"14858","4490","OP",2014,"0",,,,,6,12,,,612,,"CHS221",,156,102.00,41.72,,297.52,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.74,,,,,,,,,,,,,,,,,4490,"OR",,
"9144","4491","OP",2014,"0",,,,,6,12,,,612,,"CHS421",,14,188.05,38.65,,174.95,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,4491,"OR",,
"14583","4492","OP",2014,"0",,,,,6,12,,,612,,"CHS322",,18,310.67,46.01,,344.92,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,4492,"OR","FISH","Small"
"14820","4493","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,21,79.91,52.49,,177.87,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,4493,"OR",,
"84117","4494","OP",2014,"0",,,,,6,12,,,612,,"CD",,32,189.41,55.62,,282.92,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4494,"OR",,
"140988","4495","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,73.46,60.77,,61.80,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4495,"OR","FISH","Small"
"136783","4496","OP",2014,"0",,,,,6,12,,,612,,"CD",,9,182.99,39.75,,178.49,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.53,,,,,,,,,,,,,,,,,4496,"OR",,
"140988","4497","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,119.38,15.55,,11.22,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.00,,,,,,,,,,,,,,,,,4497,"OR",,
"80153","4498","OP",2014,"0",,,,,6,12,,,612,,"CHF141",,33,260.51,58.35,,68.67,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.18,,,,,,,,,,,,,,,,,4498,"OR",,
"14925","4499","OP",2014,"0",,,,,6,12,,,612,,"CHS421",,20,59.46,49.50,,230.11,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,4499,"OR",,
"30241","45","OP",2014,"0",,,,,6,12,,,612,,"CHF122",,35,176.76,43.96,,298.83,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.00,,,,,,,,,,,,,,,,,45,"OR","N","Large"
"140988","450","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,254.23,48.17,,379.88,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.08,,,,,,,,,,,,,,,,,450,"OR","N",
"9144","4500","OP",2014,"0",,,,,6,12,,,612,,"CHS421",,14,171.78,39.12,,156.67,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.97,,,,,,,,,,,,,,,,,4500,"OR",,
"21166","4501","OP",2014,"0",,,,,6,12,,,612,,"CHS323",,21,200.44,63.99,,122.82,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4501,"OR",,
"422","4502","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,38,292.06,44.47,,29.83,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.00,,,,,,,,,,,,,,,,,4502,"OR",,
"81679","4503","OP",2014,"0",,,,,6,12,,,612,,"CHS323",,21,250.04,8.39,,8.44,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.00,,,,,,,,,,,,,,,,,4503,"OR",,
"14820","4504","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,21,180.26,54.43,,159.27,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4504,"OR",,
"14820","4505","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,21,175.57,45.39,,158.22,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4505,"OR",,
"9011","4506","OP",2014,"0",,,,,6,12,,,612,,"CHS323",,10,241.60,34.35,,16.87,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4506,"OR",,
"82093","4507","OP",2014,"0",,,,,6,12,,,612,,"CWS528",,27,259.38,39.79,,255.04,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4507,"OR",,
"645","4508","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,19,239.34,36.17,,77.55,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.55,,,,,,,,,,,,,,,,,4508,"OR",,
"421","4509","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,28,263.07,51.69,,48.54,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.00,,,,,,,,,,,,,,,,,4509,"OR",,
"80748","451","OP",2014,"0",,,,,6,12,,,612,,"CHF142",,41,196.25,53.76,,259.01,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,451,"OR",,
"140988","4510","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,110.82,48.66,,69.76,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.38,,,,,,,,,,,,,,,,,4510,"OR",,
"140988","4511","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,55.77,87.14,,67.49,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4511,"OR",,
"21295","4512","OP",2014,"0",,,,,6,12,,,612,,"CHS421",,27,93.31,42.75,,118.73,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4512,"OR",,
"9011","4513","OP",2014,"0",,,,,6,12,,,612,,"CHS323",,10,234.74,53.57,,171.73,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4513,"OR",,
"9144","4514","OP",2014,"0",,,,,6,12,,,612,,"CHS421",,14,218.53,48.86,,79.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4514,"OR",,
"137488","4515","OP",2014,"0",,,,,6,12,,,612,,"CHS421",,40,344.25,76.55,,68.01,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4515,"OR",,
"149348","4516","OP",2014,"0",,,,,6,11,,,611,,"CDS524",,23,180.03,57.01,,150.11,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4516,"OR",,
"14203","4517","OP",2014,"0",,,,,6,12,,,612,,"CHS610",,119,268.82,65.68,,64.40,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4517,"OR",,
"578","4518","OP",2014,"0",,,,,6,11,,,611,,"n.a.",,20,273.62,50.10,,138.63,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.55,,,,,,,,,,,,,,,,,4518,"OR",,
"145696","4519","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,36,287.73,50.15,,210.75,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4519,"OR",,
"615","452","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,25,228.44,34.71,,237.62,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",126.00,,,,,,,,,,,,,,,,,452,"OR","N",
"21166","4520","OP",2014,"0",,,,,6,12,,,612,,"CHS323",,21,177.82,63.83,,89.05,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4520,"OR",,
"84124","4521","OP",2014,"0",,,,,6,12,,,612,,"CD5124",,21,247.16,46.43,,116.45,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",120.55,,,,,,,,,,,,,,,,,4521,"OR",,
"140988","4522","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,67.96,42.62,,207.99,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4522,"OR",,
"149348","4523","OP",2014,"0",,,,,6,11,,,611,,"CDS524",,23,183.90,50.87,,216.51,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,4523,"OR",,
